Nr;Gemeinde;Wohnort;  Männer  ;  Frauen  ; Deutsche ;Ausländer;u. 20 J.;20 - u 25 J.;55 J. u älter;Arbeitsort;"Wohnort
gleich
Arbeitsort";Einpendler;Auspendler;"Zahl 
der 
Betriebe";;;
08426038;Eberhardzell;2,054;1,158;896;1,905;149;60;187;402;1,467;375;1,092;1,679;99;;;
08426043;Erlenmoos;834;478;356;785;48;46;91;147;356;52;304;782;17;;;
08426044;Erolzheim;1,499;857;642;1,313;186;59;134;309;863;210;651;1,289;99;;;
08426045;Ertingen;2,369;1,346;1,023;2,151;218;77;209;489;1,785;615;1,167;1,754;119;;;
08426058;Hochdorf;1,025;558;467;962;63;33;63;192;642;108;532;917;49;;;
08426062;Ingoldingen;1,297;726;571;1,245;52;40;114;247;442;108;334;1,189;34;;;
08426064;Kanzach;234;117;117;217;17;*;14;66;123;22;101;212;10;;;
08426065;Kirchberg an der Iller;919;540;379;797;122;40;78;188;471;140;331;779;37;;;
08426066;Kirchdorf an der Iller;1,743;1,053;690;1,487;256;65;167;317;3,039;425;2,614;1,318;66;;;
08426067;Langenenslingen;1,592;914;678;1,454;138;62;167;344;1,076;367;709;1,225;66;;;
08426070;Laupheim, Stadt;9,926;5,529;4,397;8,374;1,551;245;777;1,896;13,466;4,340;9,120;5,585;561;;;
08426071;Maselheim;2,157;1,183;974;2,002;154;71;202;470;633;235;398;1,922;73;;;
08426073;Mietingen;2,156;1,201;955;2,011;145;90;192;426;839;234;604;1,922;78;;;
08426074;Mittelbiberach;1,857;999;858;1,682;175;47;164;394;491;111;379;1,746;77;;;
08426078;Moosburg;97;56;41;*;*;*;10;24;*;6;*;91;*;;;
08426087;Ochsenhausen, Stadt;4,068;2,333;1,735;3,507;561;122;442;820;5,132;1,372;3,759;2,696;269;;;
08426090;Oggelshausen;421;237;184;411;10;13;31;105;196;33;163;388;17;;;
08426097;Riedlingen, Stadt;4,422;2,515;1,907;3,843;579;150;368;915;3,838;1,414;2,424;3,008;306;;;
08426100;Rot an der Rot;2,074;1,156;918;1,893;181;93;218;421;1,001;391;610;1,683;90;;;
08426108;Schwendi;3,170;1,809;1,361;2,725;441;116;287;627;2,328;799;1,529;2,371;106;;;
08426109;Seekirch;147;80;67;141;6;11;17;32;*;8;*;139;*;;;
08426113;Steinhausen an der Rottum;969;573;396;901;68;32;98;174;135;56;79;913;31;;;
08426117;Tannheim;1,113;630;483;1,006;107;55;107;253;245;84;161;1,029;52;;;
08426118;Tiefenbach;229;121;108;222;7;16;15;38;27;9;18;220;9;;;
08426120;Ummendorf;1,937;1,066;871;1,795;141;49;185;402;1,875;261;1,611;1,676;99;;;
08426121;Unlingen;1,052;568;484;984;68;46;113;205;224;80;144;972;51;;;
08426124;Uttenweiler;1,650;937;713;1,528;121;60;162;324;581;236;345;1,414;83;;;
08426125;Wain;706;420;286;633;73;27;62;134;564;148;416;558;30;;;
08426128;Warthausen;2,310;1,233;1,077;2,076;234;70;179;493;1,820;214;1,606;2,096;81;;;
08426134;Schemmerhofen;3,809;2,044;1,765;3,569;240;145;320;717;1,476;509;965;3,300;162;;;
08426135;Gutenzell-Hürbel;877;472;405;841;36;39;81;185;90;25;65;852;27;;;
;;;;;;;;;;;;;;;;;
08426;Biberach;88,984;49,655;39,329;78,991;9,974;2,841;7,934;17,873;86,785;61,840;24,905;27,143;4,571;;;
;;;;;;;;;;;;;;;;;
08435005;Bermatingen;1,751;933;818;1,546;205;46;124;412;1,054;249;804;1,501;90;;;
08435010;Daisendorf;584;299;285;494;90;16;32;156;108;34;74;550;29;;;
08435013;Eriskirch;2,175;1,177;998;1,869;306;43;156;492;760;256;501;1,919;106;;;
08435015;Frickingen;1,274;649;625;1,150;124;35;114;308;821;203;616;1,071;98;;;
08435016;Friedrichshafen, Stadt;27,025;15,232;11,793;21,446;5,571;530;2,269;5,273;37,355;15,989;21,346;11,034;1,549;;;
08435018;Hagnau am Bodensee;558;279;279;404;154;13;44;119;389;161;228;397;78;;;
08435020;Heiligenberg;1,243;643;600;1,096;147;29;122;317;1,246;388;856;855;75;;;
08435024;Immenstaad am Bodensee;2,553;1,445;1,108;2,106;447;38;176;573;4,663;804;3,858;1,749;202;;;
08435029;Kressbronn am Bodensee;3,606;1,984;1,622;3,043;563;107;285;760;3,479;828;2,649;2,778;256;;;
08435030;Langenargen;3,073;1,612;1,461;2,680;393;73;231;702;1,908;603;1,303;2,470;232;;;
08435034;Markdorf, Stadt;6,110;3,419;2,691;5,118;988;113;476;1,198;6,184;1,540;4,642;4,570;410;;;
08435035;Meckenbeuren;6,089;3,289;2,800;5,371;717;178;597;1,244;6,268;1,421;4,843;4,668;300;;;
08435036;Meersburg, Stadt;2,353;1,217;1,136;1,716;636;41;182;516;1,875;662;1,212;1,691;245;;;
08435042;Neukirch;1,255;685;570;1,165;90;46;119;233;360;108;252;1,147;61;;;
08435045;Oberteuringen;2,254;1,250;1,004;2,039;215;59;169;447;958;247;710;2,007;101;;;
08435047;Owingen;1,716;892;824;1,540;175;31;151;432;956;249;707;1,467;139;;;
08435052;Salem;4,724;2,530;2,194;4,112;611;86;376;1,143;3,236;1,177;2,056;3,547;316;;;
08435053;Sipplingen;780;372;408;686;93;18;50;218;371;142;229;638;63;;;
08435054;Stetten;417;219;198;344;73;7;28;96;113;30;82;387;23;;;
08435057;Tettnang, Stadt;8,613;4,710;3,903;7,503;1,108;208;682;1,937;9,494;2,809;6,671;5,803;543;;;
08435059;Überlingen, Stadt;8,146;4,087;4,059;6,731;1,411;162;651;2,070;10,918;4,042;6,875;4,101;900;;;
08435066;Uhldingen-Mühlhofen;3,382;1,812;1,570;2,690;691;68;263;808;1,342;564;776;2,818;200;;;
08435067;Deggenhausertal;2,086;1,154;932;1,905;181;49;174;472;1,046;411;635;1,675;130;;;
;;;;;;;;;;;;;;;;;
08435;Bodenseekreis;91,767;49,889;41,878;76,754;14,989;1,996;7,471;19,926;94,904;69,819;25,023;21,941;6,146;;;
;;;;;;;;;;;;;;;;;
08436001;Achberg;686;367;319;637;49;18;67;128;463;105;358;581;45;;;
08436003;Aichstetten;1,265;724;541;1,098;167;54;119;227;904;270;632;995;89;;;
08436004;Aitrach;1,186;677;509;1,028;158;38;135;221;987;231;754;955;60;;;
08436005;Altshausen;1,662;911;751;1,384;278;44;154;375;2,415;567;1,848;1,095;131;;;
08436006;Amtzell;1,793;925;868;1,641;152;49;132;392;1,087;295;791;1,498;131;;;
08436008;Aulendorf, Stadt;4,622;2,538;2,084;4,041;581;128;436;1,019;2,986;1,179;1,805;3,443;235;;;
08436009;Bad Waldsee, Stadt;8,823;4,735;4,088;7,707;1,115;257;760;1,854;9,981;3,736;6,239;5,087;528;;;
08436010;Bad Wurzach, Stadt;6,101;3,473;2,628;5,345;755;230;606;1,228;3,858;2,077;1,781;4,023;394;;;
08436011;Baienfurt;3,049;1,663;1,386;2,496;553;74;281;652;2,369;383;1,985;2,666;204;;;
08436012;Baindt;2,300;1,275;1,025;1,991;308;69;208;461;1,222;210;1,012;2,090;112;;;
08436013;Berg;1,767;937;830;1,611;156;50;157;343;1,798;201;1,595;1,566;106;;;
08436014;Bergatreute;1,429;778;651;1,350;78;45;145;310;292;148;144;1,281;69;;;
08436018;Bodnegg;1,280;683;597;1,169;110;27;112;289;1,056;205;851;1,075;99;;;
08436019;Boms;324;187;137;296;28;13;24;64;60;18;42;306;13;;;
08436024;Ebenweiler;527;293;234;499;28;19;58;117;130;49;81;478;20;;;
08436027;Eichstegen;232;133;99;191;41;5;16;40;42;11;31;221;13;;;
08436032;Fleischwangen;333;189;144;316;17;10;42;65;102;32;69;301;10;;;
08436039;Grünkraut;1,275;692;583;1,146;129;30;111;261;1,500;207;1,289;1,068;110;;;
08436040;Guggenhausen;82;45;37;77;5;*;8;25;5;*;*;*;4;;;
08436047;Hoßkirch;343;175;168;315;28;10;32;78;72;32;40;311;18;;;
08436049;Isny im Allgäu, Stadt;6,209;3,403;2,806;5,264;944;194;555;1,364;7,190;3,261;3,928;2,948;405;;;
08436052;Kißlegg;3,731;2,062;1,669;3,455;276;136;384;821;2,699;1,177;1,522;2,554;256;;;
08436053;Königseggwald;290;156;134;284;6;4;25;71;90;29;61;261;18;;;
08436055;Leutkirch im Allgäu, Stadt;9,659;5,362;4,297;8,541;1,116;317;925;2,036;9,403;4,846;4,552;4,813;666;;;
08436064;Ravensburg, Stadt;22,025;11,549;10,476;18,602;3,417;443;1,966;4,261;37,157;10,643;26,502;11,381;1,763;;;
08436067;Riedhausen;325;176;149;311;14;9;34;64;107;16;91;309;14;;;
08436069;Schlier;1,385;752;633;1,285;99;35;110;349;581;137;444;1,248;85;;;
08436077;Unterwaldhausen;136;73;63;129;7;*;9;26;10;5;5;131;4;;;
08436078;Vogt;1,874;979;895;1,683;191;40;165;445;1,013;313;698;1,561;102;;;
08436079;Waldburg;1,340;721;619;1,272;68;42;119;298;579;124;455;1,216;57;;;
08436081;Wangen im Allgäu, Stadt;11,207;5,895;5,312;9,768;1,436;312;999;2,412;12,414;5,251;7,158;5,956;834;;;
08436082;Weingarten, Stadt;10,248;5,510;4,738;8,440;1,805;219;971;2,063;11,965;2,675;9,284;7,573;650;;;
08436083;Wilhelmsdorf;2,128;1,148;980;1,919;208;71;214;488;1,915;771;1,144;1,357;123;;;
08436085;Wolfegg;1,568;858;710;1,441;127;51;147;321;810;247;563;1,321;87;;;
08436087;Wolpertswende;1,799;955;844;1,651;148;56;141;387;469;160;309;1,639;76;;;
08436093;Ebersbach-Musbach;751;406;345;717;34;25;84;182;159;60;99;691;43;;;
08436094;Argenbühl;2,710;1,485;1,225;2,564;145;97;231;553;1,100;449;651;2,261;138;;;
08436095;Horgenzell;2,511;1,394;1,117;2,186;325;66;234;427;1,160;360;798;2,151;121;;;
08436096;Fronreute;2,027;1,099;928;1,864;162;63;160;374;644;172;471;1,855;90;;;
;;;;;;;;;;;;;;;;;
08436;Ravensburg;121,002;65,383;55,619;105,714;15,264;3,355;11,076;25,091;120,794;88,495;32,244;32,505;7,923;;;
;;;;;;;;;;;;;;;;;
08437005;Beuron;218;122;96;192;26;7;14;56;133;32;101;186;26;;;
08437008;Bingen;1,152;629;523;1,072;80;29;104;292;210;91;119;1,061;42;;;
08437031;Gammertingen, Stadt;2,719;1,539;1,180;2,317;401;100;296;596;3,344;1,141;2,201;1,578;164;;;
08437044;Herbertingen;2,244;1,282;962;2,035;209;73;222;470;1,495;388;1,105;1,856;105;;;
08437047;Hettingen, Stadt;752;420;332;707;45;28;76;170;1,071;213;858;539;46;;;
08437053;Hohentengen;1,848;1,038;810;1,700;148;59;197;377;968;311;657;1,537;112;;;
08437056;Illmensee;920;509;411;859;61;26;92;204;696;158;538;762;54;;;
08437059;Inzigkofen;1,184;661;523;1,106;78;41;78;286;495;172;323;1,012;50;;;
08437065;Krauchenwies;2,136;1,187;949;1,922;214;49;195;512;1,259;389;870;1,747;141;;;
08437072;Leibertingen;956;514;442;931;25;30;97;230;697;166;531;790;41;;;
08437076;Mengen, Stadt;4,270;2,422;1,848;3,697;573;116;390;935;3,600;1,301;2,298;2,969;305;;;
08437078;Meßkirch, Stadt;3,666;2,021;1,645;3,199;465;115;371;835;2,597;1,245;1,349;2,421;249;;;
08437082;Neufra;864;485;379;800;64;32;75;217;329;104;225;760;39;;;
08437086;Ostrach;3,126;1,690;1,436;2,888;235;100;255;739;2,214;934;1,279;2,192;213;;;
08437088;Pfullendorf, Stadt;5,770;3,118;2,652;4,978;792;169;545;1,319;6,471;2,708;3,760;3,061;391;;;
08437100;Bad Saulgau, Stadt;7,172;3,911;3,261;6,283;889;190;602;1,566;7,327;3,129;4,192;4,043;495;;;
08437101;Scheer, Stadt;1,111;652;459;982;129;27;106;262;700;127;572;984;48;;;
08437102;Schwenningen;659;374;285;612;47;19;60;145;273;94;179;565;27;;;
08437104;Sigmaringen, Stadt;6,030;3,216;2,814;5,122;908;121;593;1,349;8,820;2,721;6,095;3,309;538;;;
08437105;Sigmaringendorf;1,476;820;656;1,264;212;36;110;346;1,876;403;1,473;1,073;60;;;
08437107;Stetten am kalten Markt;2,033;1,071;962;1,880;153;62;195;500;1,565;602;962;1,431;106;;;
08437114;Veringenstadt, Stadt;891;494;397;819;72;21;70;204;308;126;182;765;54;;;
08437118;Wald;1,148;613;535;1,068;80;37;119;261;382;120;261;1,028;50;;;
08437123;Sauldorf;1,212;683;529;1,124;88;48;141;286;815;221;594;991;65;;;
08437124;Herdwangen-Schönach;1,590;837;753;1,426;164;36;151;393;862;363;499;1,227;70;;;
;;;;;;;;;;;;;;;;;
08437;Sigmaringen;55,147;30,308;24,839;48,983;6,158;1,571;5,154;12,550;48,507;36,101;12,381;19,045;3,491;;;
;;;;;;;;;;;;;;;;;
084;Reg.-Bez. Tübingen;789,031;429,811;359,220;672,843;115,979;20,439;68,139;165,245;772,201;648,754;123,024;140,261;48,444;;;
;;;;;;;;;;;;;;;;;
08;Baden-Württemberg;4,626,596;2,522,621;2,103,975;3,852,748;772,155;110,855;390,823;955,519;4,748,861;4,333,720;412,616;292,759;285,274;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
09161000;Ingolstadt;62,977;36,485;26,492;50,030;12,925;1,682;4,990;10,278;107,531;42,235;65,245;20,738;3,349;;;
;;;;;;;;;;;;;;;;;
09162000;München, Landeshauptstadt;684,488;357,637;326,851;480,655;203,375;10,178;48,049;99,634;897,140;493,426;403,100;191,015;47,216;;;
;;;;;;;;;;;;;;;;;
09163000;Rosenheim;26,413;13,902;12,511;20,063;6,345;754;2,410;4,556;35,596;11,845;23,723;14,568;2,405;;;
;;;;;;;;;;;;;;;;;
09171111;Altötting, Stadt;5,226;2,823;2,403;4,493;733;172;439;1,131;7,642;1,671;5,969;3,555;442;;;
09171112;Burghausen, Stadt;7,767;4,446;3,321;6,319;1,448;203;607;1,735;18,872;4,489;14,369;3,278;585;;;
09171113;Burgkirchen a.d.Alz;4,619;2,729;1,890;3,804;814;208;414;993;5,753;1,222;4,526;3,397;203;;;
09171114;Emmerting;1,763;1,029;734;1,616;147;58;129;421;339;128;211;1,635;52;;;
09171115;Erlbach;506;287;219;497;9;20;56;115;67;20;47;486;17;;;
09171116;Feichten a.d.Alz;560;309;251;496;64;38;53;96;98;28;70;532;27;;;
09171117;Garching a.d.Alz;3,688;2,158;1,530;3,276;412;157;360;775;1,591;696;894;2,992;192;;;
09171118;Haiming;1,140;658;482;1,094;46;63;89;256;304;72;232;1,068;43;;;
09171119;Halsbach;423;234;189;368;55;23;45;67;89;34;55;389;29;;;
09171121;Kastl;1,271;707;564;1,187;84;51;117;264;499;103;396;1,168;58;;;
09171122;Kirchweidach;1,198;688;510;1,008;190;54;118;204;730;238;491;960;58;;;
09171123;Marktl, Markt;1,103;606;497;1,049;54;45;89;260;637;128;509;975;77;;;
09171124;Mehring;1,043;618;425;972;71;43;69;223;1,035;94;938;949;52;;;
09171125;Neuötting, Stadt;3,458;1,929;1,529;2,966;492;121;313;716;3,213;649;2,562;2,809;307;;;
09171126;Perach;526;294;232;520;6;21;40;107;223;40;183;486;23;;;
09171127;Pleiskirchen;1,086;623;463;1,045;41;51;131;208;409;151;257;935;71;;;
09171129;Reischach;1,149;654;495;1,097;52;66;107;188;463;161;302;988;58;;;
09171130;Stammham;468;257;211;442;26;23;54;105;77;12;65;456;19;;;
09171131;Teising;805;438;367;738;67;31;71;179;639;77;562;728;47;;;
09171132;Töging a.Inn, Stadt;3,980;2,247;1,733;3,558;422;169;355;780;2,698;834;1,854;3,146;208;;;
09171133;Tüßling, Markt;1,350;733;617;1,286;64;53;103;272;817;130;684;1,220;81;;;
09171134;Tyrlaching;400;212;188;377;23;24;50;68;88;34;54;366;22;;;
09171135;Unterneukirchen;1,449;832;617;1,330;119;50;133;270;931;177;754;1,272;59;;;
09171137;Winhöring;1,605;896;709;1,525;80;58;124;414;1,159;158;1,001;1,447;108;;;
;;;;;;;;;;;;;;;;;
09171;Altötting;46,583;26,407;20,176;41,063;5,519;1,802;4,066;9,847;48,373;31,297;17,034;15,286;2,838;;;
;;;;;;;;;;;;;;;;;
09172111;Ainring;3,368;1,780;1,588;2,905;463;135;302;737;3,120;902;2,215;2,466;220;;;
09172112;Anger;1,747;925;822;1,557;189;78;193;318;838;361;476;1,386;93;;;
09172114;Bad Reichenhall, Stadt;5,840;2,840;3,000;4,478;1,361;187;485;1,193;7,579;2,889;4,683;2,951;646;;;
09172115;Bayerisch Gmain;1,035;520;515;796;239;29;69;221;1,290;337;953;698;78;;;
09172116;Berchtesgaden, Markt;3,130;1,538;1,592;2,456;674;138;310;597;3,418;1,451;1,967;1,679;385;;;
09172117;Bischofswiesen;2,761;1,296;1,465;2,446;314;113;247;604;2,034;840;1,194;1,921;193;;;
09172118;Freilassing, Stadt;5,523;2,840;2,683;4,286;1,232;212;509;1,104;8,350;2,576;5,766;2,947;687;;;
09172122;Laufen, Stadt;2,110;1,159;951;1,806;304;103;216;461;1,679;663;1,015;1,447;211;;;
09172124;Marktschellenberg, Markt;595;322;273;530;65;26;62;112;311;111;199;484;40;;;
09172128;Piding;1,773;859;914;1,585;187;68;148;354;1,992;336;1,655;1,437;151;;;
09172129;Ramsau b.Berchtesgaden;733;399;334;611;122;40;82;133;500;244;256;489;74;;;
09172130;Saaldorf-Surheim;2,052;1,102;950;1,923;129;107;202;419;1,459;331;1,127;1,721;135;;;
09172131;Schneizlreuth;487;270;217;442;45;25;48;103;358;80;278;407;35;;;
09172132;Schönau a.Königssee;2,113;1,035;1,078;1,759;353;72;207;407;2,094;822;1,270;1,291;204;;;
09172134;Teisendorf, Markt;3,721;2,053;1,668;3,558;162;242;380;675;1,820;859;960;2,862;228;;;
;;;;;;;;;;;;;;;;;
09172;Berchtesgadener Land;36,988;18,938;18,050;31,138;5,839;1,575;3,460;7,438;36,842;29,717;7,099;7,271;3,380;;;
;;;;;;;;;;;;;;;;;
09173111;Bad Heilbrunn;1,591;795;796;1,403;188;54;136;346;1,049;244;803;1,347;115;;;
09173112;Bad Tölz, Stadt;7,549;3,824;3,725;5,928;1,618;216;641;1,534;8,228;2,846;5,376;4,703;802;;;
09173113;Benediktbeuern;1,485;736;749;1,332;153;48;143;286;805;253;549;1,232;109;;;
09173115;Bichl;943;488;455;858;85;34;79;194;358;103;255;840;60;;;
09173118;Dietramszell;2,279;1,199;1,080;2,080;197;112;240;424;841;383;458;1,896;177;;;
09173120;Egling;2,243;1,183;1,060;1,954;289;79;204;445;965;358;606;1,885;189;;;
09173123;Eurasburg;1,697;873;824;1,542;155;61;145;352;721;207;513;1,490;124;;;
09173124;Gaißach;1,312;677;635;1,252;60;61;135;271;1,363;182;1,180;1,130;95;;;
09173126;Geretsried, Stadt;10,998;5,904;5,094;8,654;2,339;285;911;2,189;8,580;3,950;4,619;7,048;706;;;
09173127;Greiling;584;287;297;550;34;25;43;115;116;23;93;561;33;;;
09173130;Icking;1,127;599;528;980;147;41;84;227;422;94;327;1,033;111;;;
09173131;Jachenau;300;161;139;285;15;16;40;51;105;63;42;237;30;;;
09173133;Kochel a.See;1,655;861;794;1,358;297;65;143;336;1,108;432;676;1,223;153;;;
09173134;Königsdorf;1,322;671;651;1,226;95;59;102;298;598;181;416;1,141;103;;;
09173135;Lenggries;3,791;1,911;1,880;3,491;298;173;338;744;1,979;1,094;884;2,697;322;;;
09173137;Münsing;1,610;832;778;1,423;187;54;115;344;891;279;611;1,331;169;;;
09173140;Reichersbeuern;1,012;507;505;948;64;36;94;206;275;74;201;938;54;;;
09173141;Sachsenkam;567;287;280;535;32;24;58;113;436;97;339;470;44;;;
09173142;Schlehdorf;553;293;260;493;60;22;57;109;174;61;113;492;30;;;
09173145;Wackersberg;1,425;722;703;1,325;100;59;152;275;478;135;341;1,290;95;;;
09173147;Wolfratshausen, Stadt;7,928;4,199;3,729;6,462;1,461;212;575;1,535;8,837;2,256;6,577;5,672;641;;;
;;;;;;;;;;;;;;;;;
09173;Bad Tölz-Wolfratshausen;51,971;27,009;24,962;44,079;7,874;1,736;4,435;10,394;38,329;27,960;10,334;24,011;4,162;;;
;;;;;;;;;;;;;;;;;
09174111;Altomünster, Markt;3,301;1,849;1,452;2,965;335;155;302;643;1,579;549;1,029;2,752;191;;;
09174113;Bergkirchen;3,697;2,067;1,630;3,109;588;113;301;702;4,585;642;3,937;3,055;323;;;
09174115;Dachau, Stadt;21,555;11,400;10,155;16,431;5,111;499;1,740;3,896;16,112;5,031;11,068;16,522;1,433;;;
09174118;Erdweg;2,813;1,484;1,329;2,470;343;106;246;522;879;287;592;2,523;131;;;
09174121;Haimhausen;2,447;1,337;1,110;1,966;480;69;174;492;889;220;668;2,227;117;;;
09174122;Hebertshausen;2,510;1,362;1,148;2,202;306;99;198;456;832;169;662;2,341;118;;;
09174126;Karlsfeld;9,887;5,442;4,445;6,969;2,910;201;730;1,816;6,456;1,133;5,319;8,754;523;;;
09174131;Markt Indersdorf, Markt;4,878;2,646;2,232;4,254;622;171;438;940;2,311;776;1,533;4,102;302;;;
09174135;Odelzhausen;2,352;1,267;1,085;1,984;366;73;190;445;1,841;368;1,473;1,984;162;;;
09174136;Petershausen;2,856;1,545;1,311;2,502;352;59;238;571;1,064;251;812;2,605;135;;;
09174137;Pfaffenhofen a.d.Glonn;998;552;446;876;122;37;81;202;437;119;318;879;59;;;
09174141;Röhrmoos;2,927;1,563;1,364;2,586;339;99;233;588;2,412;515;1,896;2,412;113;;;
09174143;Schwabhausen;3,055;1,607;1,448;2,717;336;133;253;610;840;220;618;2,835;142;;;
09174146;Sulzemoos;1,600;895;705;1,295;304;59;149;277;1,298;136;1,158;1,464;92;;;
09174147;Hilgertshausen-Tandern;1,511;843;668;1,394;116;47;165;307;531;178;353;1,333;84;;;
09174150;Vierkirchen;2,080;1,126;954;1,851;229;76;189;455;1,193;218;974;1,862;115;;;
09174151;Weichs;1,547;813;734;1,333;214;51;143;319;448;145;303;1,402;63;;;
;;;;;;;;;;;;;;;;;
09174;Dachau;70,014;37,798;32,216;56,904;13,073;2,047;5,770;13,241;43,707;23,972;19,698;46,037;4,103;;;
;;;;;;;;;;;;;;;;;
09175111;Anzing;1,880;1,008;872;1,603;277;63;156;346;1,219;209;1,010;1,671;134;;;
09175112;Aßling;1,895;1,008;887;1,782;113;90;189;353;743;234;508;1,661;93;;;
09175113;Baiern;660;361;299;610;50;34;81;113;277;67;209;593;61;;;
09175114;Bruck;497;273;224;471;26;24;52;95;100;44;56;453;39;;;
09175115;Ebersberg, Stadt;5,059;2,622;2,437;4,189;867;170;420;1,023;5,860;1,408;4,448;3,651;429;;;
09175116;Egmating;981;524;457;856;125;33;65;227;241;92;149;889;51;;;
09175118;Forstinning;1,748;931;817;1,500;247;51;168;326;1,695;199;1,494;1,548;113;;;
09175119;Frauenneuharting;664;364;300;610;53;32;82;121;208;67;140;597;40;;;
09175121;Glonn, Markt;2,195;1,162;1,033;1,826;369;77;186;425;1,625;517;1,107;1,678;144;;;
09175122;Grafing b.München, Stadt;5,739;2,991;2,748;4,922;816;142;476;1,195;2,911;971;1,940;4,768;398;;;
09175123;Hohenlinden;1,542;852;690;1,317;225;67;153;301;1,039;230;808;1,312;119;;;
09175124;Kirchseeon, Markt;4,710;2,569;2,141;3,563;1,142;129;397;917;2,279;553;1,721;4,157;232;;;
09175127;Markt Schwaben, Markt;6,335;3,479;2,856;4,904;1,429;150;462;1,068;5,495;910;4,579;5,425;348;;;
09175128;Moosach;642;320;322;568;74;29;50;129;254;62;192;580;53;;;
09175131;Oberpframmern;1,079;579;500;952;126;36;85;228;592;138;454;941;80;;;
09175132;Vaterstetten;9,483;4,890;4,593;7,780;1,700;195;705;1,828;6,503;1,178;5,318;8,303;670;;;
09175133;Pliening;2,669;1,391;1,278;2,363;305;66;211;462;1,152;192;960;2,477;152;;;
09175135;Poing;7,662;4,032;3,630;6,288;1,372;184;482;1,210;6,594;1,006;5,580;6,656;299;;;
09175136;Emmering;601;321;280;574;27;40;71;105;137;40;97;561;32;;;
09175137;Steinhöring;1,895;989;906;1,741;154;86;166;368;1,115;349;766;1,545;104;;;
09175139;Zorneding;4,097;2,173;1,924;3,479;617;92;350;828;1,593;350;1,242;3,747;225;;;
;;;;;;;;;;;;;;;;;
09175;Ebersberg;62,033;32,839;29,194;51,898;10,114;1,790;5,007;11,668;41,632;18,935;22,659;43,094;3,816;;;
;;;;;;;;;;;;;;;;;
09176111;Adelschlag;1,339;802;537;1,289;50;53;101;257;202;62;140;1,277;34;;;
09176112;Altmannstein, Markt;3,184;1,897;1,287;2,908;276;184;297;607;655;385;270;2,799;129;;;
09176114;Beilngries, Stadt;4,449;2,607;1,842;3,929;519;178;394;841;3,302;1,399;1,901;3,050;276;;;
09176116;Böhmfeld;683;403;280;652;31;33;51;185;161;40;121;643;22;;;
09176118;Buxheim;1,609;922;687;1,498;111;79;132;296;473;119;354;1,490;62;;;
09176120;Denkendorf;1,924;1,111;813;1,718;205;77;165;393;1,529;467;1,058;1,457;122;;;
09176121;Dollnstein, Markt;930;548;382;865;65;41;89;232;526;153;373;777;56;;;
09176122;Egweil;519;285;234;509;10;19;36;115;118;26;92;493;17;;;
09176123;Eichstätt, Stadt;5,299;2,831;2,468;4,543;754;170;492;1,012;8,340;2,387;5,950;2,912;480;;;
09176124;Eitensheim;1,169;690;479;1,081;88;68;111;206;395;83;312;1,086;36;;;
09176126;Gaimersheim, Markt;5,787;3,325;2,462;5,137;649;209;426;1,026;10,727;1,001;9,720;4,785;293;;;
09176129;Großmehring;3,516;2,090;1,426;3,028;486;127;298;641;2,097;367;1,727;3,148;141;;;
09176131;Hepberg;1,090;626;464;943;147;44;89;205;443;58;384;1,032;35;;;
09176132;Hitzhofen;1,172;712;460;1,126;46;66;83;256;166;67;99;1,105;32;;;
09176137;Kinding, Markt;1,252;742;510;1,103;149;58;122;265;1,243;260;982;992;53;;;
09176138;Kipfenberg, Markt;2,299;1,375;924;1,969;330;91;201;511;1,627;624;1,002;1,675;133;;;
09176139;Kösching, Markt;4,453;2,519;1,934;4,012;441;153;363;811;3,255;507;2,742;3,946;182;;;
09176143;Lenting;2,230;1,304;926;1,946;283;79;204;388;1,330;144;1,186;2,085;72;;;
